taxon_id,name,obs_count,tier
118730,Zizania aquatica,34,mid
127504,Carex bromoides,34,mid
159830,Cardamine bulbosa,34,mid
58369,Bromus tectorum,33,mid
60460,Calla palustris,33,mid
64268,Trifolium incarnatum,33,mid
69685,Eriocaulon aquaticum,33,mid
84296,Picea mariana,33,mid
129038,Petasites japonicus,33,mid
165054,Macleaya cordata,33,mid
200052,Euphorbia nutans,33,mid
204244,Athyrium asplenioides,33,mid
337821,Deutzia crenata,33,mid
48229,Ranunculus repens,32,mid
53326,Vinca major,32,mid
54143,Tragopogon dubius,32,mid
54792,Juglans cinerea,32,mid
54808,Fraxinus pennsylvanica,32,mid
61334,Narcissus poeticus,32,mid
61340,Cirsium discolor,32,mid
62404,Aureolaria flava,32,mid
68032,Glyceria canadensis,32,mid
76793,Elodea canadensis,32,mid
117442,Verbesina alternifolia,32,mid
128078,Carex grayi,32,mid
128808,Salix eriocephala,32,mid
129322,Coreopsis verticillata,32,mid
160493,Chelone lyonii,32,mid
161751,Desmodium rotundifolium,32,mid
199979,Dendrolycopodium dendroideum,32,mid
47687,Erodium cicutarium,31,mid
50312,Dirca palustris,31,mid
52383,Pinus resinosa,31,mid
55732,Potentilla norvegica,31,mid
62338,Lysimachia vulgaris,31,mid
81705,Phlox divaricata,31,mid
81722,Sanicula canadensis,31,mid
127287,Carex debilis,31,mid
129548,Asclepias quadrifolia,31,mid
136368,Paronychia canadensis,31,mid
165994,Oxalis montana,31,mid
1449995,Palustricodon aparinoides,31,mid
51768,Gaillardia pulchella,30,mid
68049,Arctostaphylos uva-ursi,30,mid
77293,Glyceria striata,30,mid
77741,Ligustrum ovalifolium,30,mid
78707,Potamogeton crispus,30,mid
84772,Oxalis dillenii,30,mid
119821,Antennaria plantaginifolia,30,mid
122343,Allium tuberosum,30,mid
131183,Solidago odora,30,mid
142733,Cuscuta gronovii,30,mid
155005,Hypericum canadense,30,mid
161460,Cyperus lupulinus,30,mid
55724,Symphytum officinale,29,mid
62041,Platanthera lacera,29,mid
62184,Isotria verticillata,29,mid
75903,Bromus inermis,29,mid
82811,Pellaea atropurpurea,29,mid
130756,Alisma subcordatum,29,mid
162273,Elsholtzia ciliata,29,mid
1677724,Artemisia caudata,29,mid
47910,Asclepias amplexicaulis,28,mid
49658,Liquidambar styraciflua,28,mid
56002,Dipsacus fullonum,28,mid
63696,Dicentra eximia,28,mid
63886,Persicaria lapathifolia,28,mid
77279,Glaucium flavum,28,mid
116361,Acer spicatum,28,mid
126563,Tripsacum dactyloides,28,mid
131006,Mimulus alatus,28,mid
141535,Plagiomnium cuspidatum,28,mid
320685,Geranium macrorrhizum,28,mid
1510826,Calamagrostis breviligulata,28,mid
57310,Vicia tetrasperma,27,mid
58780,Silene antirrhina,27,mid
76790,Eleusine indica,27,mid
121931,Picea rubens,27,mid
127269,Cirsium horridulum,27,mid
128687,Silene caroliniana,27,mid
132717,Eutrochium fistulosum,27,mid
158068,Agalinis purpurea,27,mid
164664,Leucothoe fontanesiana,27,mid
169753,Thymus pulegioides,27,mid
170086,Utricularia inflata,27,mid
51807,Aquilegia vulgaris,26,mid
52614,Zostera marina,26,mid
52833,Anaphalis margaritacea,26,mid
62366,Goodyera tesselata,26,mid
129509,Taxus canadensis,26,mid
153208,Ilex mucronata,26,mid
160628,Cirsium pumilum,26,mid
51737,Solanum lycopersicum,25,mid
56160,Valeriana officinalis,25,mid
68286,Polytrichum juniperinum,25,mid
77991,Mentha canadensis,25,mid
78998,Schoenoplectus tabernaemontani,25,mid
82558,Asplenium rhizophyllum,25,mid
123134,Dicranum scoparium,25,mid
125668,Climacium americanum,25,mid
128724,Puschkinia scilloides,25,mid
130095,Gaylussacia frondosa,25,mid
130994,Desmodium glabellum,25,mid
145724,Dichanthelium dichotomum,25,mid
151797,Aronia arbutifolia,25,mid
164974,Lycopus virginicus,25,mid
1092837,Psammophiliella muralis,25,mid
55734,Sedum acre,24,mid
61948,Stellaria graminea,24,mid
64177,Leersia oryzoides,24,mid
129347,Ilex glabra,24,mid
161785,Dichanthelium depauperatum,24,mid
164458,Lechea intermedia,24,mid
170060,Ulota crispa,24,mid
469472,Malus domestica,24,mid
1367313,Neillia incisa,24,mid
52287,Borago officinalis,23,mid
53168,Oxalis corniculata,23,mid
64161,Triticum aestivum,23,mid
79016,Scutellaria galericulata,23,mid
122054,Woodwardia virginica,23,mid
125101,Houstonia pusilla,23,mid
136375,Galium tinctorium,23,mid
158076,Agastache foeniculum,23,mid
161858,Dicranum fulvum,23,mid
168326,Salix cinerea,23,mid
204158,Liatris novae-angliae,23,mid
204346,Linum striatum,23,mid
320881,Juncus gerardi,23,mid
48225,Eschscholzia californica,22,mid
52934,Eupatorium serotinum,22,mid
55713,Centaurea jacea,22,mid
59060,Cyperus erythrorhizos,22,mid
60234,Samolus parviflorus,22,mid
60283,Echinochloa crus-galli,22,mid
75920,Bulbostylis capillaris,22,mid
79070,Setaria viridis,22,mid
81595,Sibbaldiopsis tridentata,22,mid
121268,Carex plantaginea,22,mid
125788,Kerria japonica,22,mid
126585,Hibiscus syriacus,22,mid
127005,Antennaria neglecta,22,mid
157893,Acalypha gracilens,22,mid
167599,Pulmonaria officinalis,22,mid
836798,Mononeuria glabra,22,mid
950617,Anemonoides blanda,22,mid
52501,Kolkwitzia amabilis,21,mid
53858,Solanum tuberosum,21,mid
57897,Salsola kali,21,mid
77411,Hibiscus trionum,21,mid
78174,Nasturtium officinale,21,mid
78705,Potamogeton amplifolius,21,mid
78712,Potamogeton natans,21,mid
79317,Taraxacum erythrospermum,21,mid
82203,Myrica gale,21,mid
84261,Arisaema dracontium,21,mid
119136,Perilla frutescens,21,mid
128671,Salix humilis,21,mid
129032,Euthamia caroliniana,21,mid
129195,Rosa virginiana,21,mid
130043,Leersia virginica,21,mid
132614,Carex virescens,21,mid
165747,Nowellia curvifolia,21,mid
468143,Hyalotheca dissiliens,21,mid
53021,Convolvulus arvensis,20,mid
55411,Raphanus raphanistrum,20,mid
60153,Lepidium latifolium,20,mid
61112,Veronica scutellata,20,mid
62394,Aureolaria pedicularia,20,mid
76104,Carex scoparia,20,mid
76583,Cyperus bipartitus,20,mid
82559,Cystopteris bulbifera,20,mid
127065,Ornithogalum nutans,20,mid
154473,Pycnanthemum virginianum,20,mid
158275,Amelanchier nantucketensis,20,mid
166724,Phlox stolonifera,20,mid
169497,Symplocos paniculata,20,mid
204150,Crocanthemum bicknellii,20,mid
